ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos
090316,HUANUCO,DOS DE MAYO,QUIVILLA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ELVA GUDELIA VERA MELGAREJO,DE,IGLESIAS,F,35.0
090316,HUANUCO,DOS DE MAYO,QUIVILLA,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,NESTOR REYNALDO,MONTES,RAYO,M,17.0
090317,HUANUCO,DOS DE MAYO,RIPAN,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,FRANCISCO,ALVARADO,ABENDAÑO,M,534.0
090317,HUANUCO,DOS DE MAYO,RIPAN,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ANDRES,FIGUEROA,SOLORZANO,M,425.0
090317,HUANUCO,DOS DE MAYO,RIPAN,ACCION POPULAR,ALCALDE DISTRITAL,EDMUNDO,PEREZ,AMBROSIO,M,363.0
090317,HUANUCO,DOS DE MAYO,RIPAN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUBBE GUSTAVO,CHAHUA,REYMUNDO,M,160.0
090317,HUANUCO,DOS DE MAYO,RIPAN,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,MANUEL FELIX,VILLANUEVA,PIÑAN,M,142.0
090317,HUANUCO,DOS DE MAYO,RIPAN,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,ABNER RODRIGO,ALONSO,SALAZAR,M,116.0
090317,HUANUCO,DOS DE MAYO,RIPAN,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,IRENEO,ROJAS,CAJALEON,M,110.0
090321,HUANUCO,DOS DE MAYO,SHUNQUI,ACCION POPULAR,ALCALDE DISTRITAL,BILLY,MENDOZA,HUARAC,M,345.0
090321,HUANUCO,DOS DE MAYO,SHUNQUI,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,SABINO,AGUSTIN,FABIAN,M,182.0
090321,HUANUCO,DOS DE MAYO,SHUNQUI,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ANTIPORTAM,VELASQUEZ,ROJAS,M,130.0
090321,HUANUCO,DOS DE MAYO,SHUNQUI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,NELSON,MELGAREJO,ALMEIDA,M,126.0
090321,HUANUCO,DOS DE MAYO,SHUNQUI,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,ANDRES,PIO,GOMEZ,M,68.0
090321,HUANUCO,DOS DE MAYO,SHUNQUI,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,TEUDULFO,SANTIAGO,MIRAVAL,M,53.0
090321,HUANUCO,DOS DE MAYO,SHUNQUI,UNION POR EL PERU,ALCALDE DISTRITAL,TELMO,VELASQUEZ,ROJAS,M,32.0
090322,HUANUCO,DOS DE MAYO,SILLAPATA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,NIREO,NAUPAY,AQUINO,M,371.0
090322,HUANUCO,DOS DE MAYO,SILLAPATA,ACCION POPULAR,ALCALDE DISTRITAL,DAVID,BETANCOURT,NACION,M,253.0
090322,HUANUCO,DOS DE MAYO,SILLAPATA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,GELACIO GILBERTO,MACHADO,SUDARIO,M,193.0
090322,HUANUCO,DOS DE MAYO,SILLAPATA,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,MAGLORIO,JULCA,MOYA,M,114.0
090322,HUANUCO,DOS DE MAYO,SILLAPATA,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JONEL,MASGO,GARCIA,M,106.0
090322,HUANUCO,DOS DE MAYO,SILLAPATA,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,ANTIDORO,HIPOLO,ZELAYA,M,67.0
090322,HUANUCO,DOS DE MAYO,SILLAPATA,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,WILLIAM,HUERTO,MALLQUI,M,41.0
090323,HUANUCO,DOS DE MAYO,YANAS,ACCION POPULAR,ALCALDE DISTRITAL,HELI VICTOR,GARAY,INGA,F,310.0
090323,HUANUCO,DOS DE MAYO,YANAS,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JORGE,MATTO,TRUJILLO,M,285.0
090323,HUANUCO,DOS DE MAYO,YANAS,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,EUTEMIO,ALTAMIRANO,ALMIRCO,M,231.0
090323,HUANUCO,DOS DE MAYO,YANAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WILMER,AMANCIO,LUJAN,M,222.0
090323,HUANUCO,DOS DE MAYO,YANAS,UNION POR EL PERU,ALCALDE DISTRITAL,GOYO,HILARIO,FUENTES,M,116.0
090323,HUANUCO,DOS DE MAYO,YANAS,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,WILDER,SUDARIO,FLORES,M,79.0
090323,HUANUCO,DOS DE MAYO,YANAS,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,HERMINES,PUJAY,SABINO,M,77.0
090323,HUANUCO,DOS DE MAYO,YANAS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ARNULFO,PEREZ,CORDOVA,M,57.0
090323,HUANUCO,DOS DE MAYO,YANAS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,JHON JHONY,CALDERON,ROJAS,M,34.0
090402,HUANUCO,HUAMALIES,ARANCAY,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,ODION,LUCAS,TRUJILLO,M,125.0
090402,HUANUCO,HUAMALIES,ARANCAY,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,FELIX VIDAL,TAPIA,GOMEZ,M,122.0
090402,HUANUCO,HUAMALIES,ARANCAY,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,FLAVIO,CASTILLO,ALARCON,M,107.0
090402,HUANUCO,HUAMALIES,ARANCAY,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JEREMIEZ,RIVERA,MEZA,M,68.0
090402,HUANUCO,HUAMALIES,ARANCAY,UNION POR EL PERU,ALCALDE DISTRITAL,BEKER,MORALES,PENADILLO,M,65.0
090402,HUANUCO,HUAMALIES,ARANCAY,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,LIDIO,AGUIRRE,BLAS,M,46.0
090402,HUANUCO,HUAMALIES,ARANCAY,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,MODESTO,ORTEGA,ESPINOZA,M,30.0
090402,HUANUCO,HUAMALIES,ARANCAY,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JONHN FRANK MACHUCA,SAN,MARTIN,M,26.0
090403,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MELANIO,BOCANEGRA,JARAMILLO,M,650.0
090403,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,HERNAN,ROMERO,ZEVALLOS,M,498.0
090403,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,JESUS ALEJANDRO,ROSALES,ANDRADE,M,159.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,ROMER,TRINIDAD,ROJAS,M,558.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,WALTER SIMEON,OLORTEGUI,ROMERO,M,431.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,VICTOR,AYALA,RIVERA,M,368.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WALTER,MIRAVAL,BAUTISTA,M,337.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JHON CURCINO,OLAZA,ALBORNOZ,M,205.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,ADRIAN,CELEDONIO,MATOS,M,187.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,MIRA - JACAS GRANDE,ALCALDE DISTRITAL,ANTENOGENES,NUÑEZ,MARCOS,M,110.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,UNION POR EL PERU,ALCALDE DISTRITAL,LUIS SULPICIO,ROJAS,SOTO,M,65.0
090404,HUANUCO,HUAMALIES,JACAS GRANDE,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ABEDNEGO,MIRAVAL,TOCTO,M,64.0
090405,HUANUCO,HUAMALIES,JIRCAN,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,JUAN,VILLANUEVA,LOPEZ,M,253.0
090405,HUANUCO,HUAMALIES,JIRCAN,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,GILBERTO,DEXTRE,SERNA,M,200.0
090405,HUANUCO,HUAMALIES,JIRCAN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOEL,VIDAL,SERNA,M,46.0
090405,HUANUCO,HUAMALIES,JIRCAN,UNION POR EL PERU,ALCALDE DISTRITAL,LUDIM,BARRIONUEVO,SANCHEZ,M,40.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,FILOMON,CASTRO,EVANGELISTA,M,375.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ALEJANDRO,SANTOS,INGA,M,230.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JULIO MELECIO,JAVIER,CALIXTO,M,178.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,UNION POR EL PERU,ALCALDE DISTRITAL,RUBEN MERINO,FLORES,VALDIVIA,M,163.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JESUS MARCOS YUPANQUI DE,LA,CRUZ,M,98.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,MAXIMO,HIDALGO,BLAS,M,91.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,RESTAURACION NACIONAL,ALCALDE DISTRITAL,ZOTICO,TARAZONA,JAVIER,M,45.0
090406,HUANUCO,HUAMALIES,MIRAFLORES,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,JUANA,HUANCA,JARA,F,39.0
090407,HUANUCO,HUAMALIES,MONZON,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,IBURCIO,MORALES,BALTAZAR,M,1416.0
090407,HUANUCO,HUAMALIES,MONZON,RESTAURACION NACIONAL,ALCALDE DISTRITAL,VICTOR ALEJANDRO,PAJUELO,SANTOS,M,475.0
090407,HUANUCO,HUAMALIES,MONZON,UNION POR EL PERU,ALCALDE DISTRITAL,NICOLAS NIEVES,INGA,ESTEBAN,M,362.0
090407,HUANUCO,HUAMALIES,MONZON,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,LUZ ROSAURA,ROSALES,RAMOS,F,325.0
090407,HUANUCO,HUAMALIES,MONZON,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,MICHAEL NEILL,RUBIO,GABRIEL,M,281.0
090407,HUANUCO,HUAMALIES,MONZON,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JUSTO WALTER,ARIZA,CRUZ,M,253.0
090407,HUANUCO,HUAMALIES,MONZON,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELEODORO,FLORES,PIELAGO,M,71.0
090407,HUANUCO,HUAMALIES,MONZON,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,CESAR AUGUSTO,VALENCIA,VILLEGAS,M,7.0
090408,HUANUCO,HUAMALIES,PUNCHAO,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,POMPEYO MACARIO,TIMOTEO,CADILLO,M,422.0
090408,HUANUCO,HUAMALIES,PUNCHAO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,BERNARDO,OCHOA,RIOS,M,145.0
090408,HUANUCO,HUAMALIES,PUNCHAO,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JULIO,BASTIDAS,REYES,M,112.0
090408,HUANUCO,HUAMALIES,PUNCHAO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FELIX,TEVEZ,NIETO,M,18.0
090408,HUANUCO,HUAMALIES,PUNCHAO,UNION POR EL PERU,ALCALDE DISTRITAL,BERNABE SALOMON,OCHOA,GAMARRA,,4.0
090409,HUANUCO,HUAMALIES,PUÑOS,DIGNIDAD PUÑOSINA,ALCALDE DISTRITAL,CASIMIRO,ROSALES,CAQUI,M,432.0
090409,HUANUCO,HUAMALIES,PUÑOS,UNION POR EL PERU,ALCALDE DISTRITAL,VICTORIANO,CARHUAPOMA,SERNA,M,347.0
090409,HUANUCO,HUAMALIES,PUÑOS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WILFREDO PASCUAL,ROJAS,PADILLA,M,314.0
090409,HUANUCO,HUAMALIES,PUÑOS,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,IGNACIO HILARIO,CABALLERO,RIMAC,M,230.0
090409,HUANUCO,HUAMALIES,PUÑOS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,EDWIN SADI,LAGUNA,RAMIREZ,M,130.0
090409,HUANUCO,HUAMALIES,PUÑOS,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,RAUL,FLORES,VALDIVIA,M,89.0
090409,HUANUCO,HUAMALIES,PUÑOS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,TEODOSIO,TOCTO,CEFERINO,M,59.0
090409,HUANUCO,HUAMALIES,PUÑOS,RESURGIMIENTO PERUANO,ALCALDE DISTRITAL,GONZALO,MOGOLLON,PABLO,M,29.0
090409,HUANUCO,HUAMALIES,PUÑOS,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,EDILBERTO,TOCTO,ROJAS,M,11.0
090410,HUANUCO,HUAMALIES,SINGA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,PEDRO CELESTINO,COLLAZOS,VILLAVICENCIO,M,588.0
090410,HUANUCO,HUAMALIES,SINGA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,FLORENTINO,SANTOS,GONZALO,M,432.0
090410,HUANUCO,HUAMALIES,SINGA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,GREGORIO EVEL,ROSALES,VILLAVICENCIO,M,197.0
090410,HUANUCO,HUAMALIES,SINGA,UNION POR EL PERU,ALCALDE DISTRITAL,PEDRO ALBERTO,INOCENTE,CONTRERAS,M,48.0
090411,HUANUCO,HUAMALIES,TANTAMAYO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,SOFONIAS HERIBERTO,GUTIERREZ,ANTONIO,M,318.0
090411,HUANUCO,HUAMALIES,TANTAMAYO,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,JOSEFINA JARAMILLO,DE,BEZARES,F,233.0
090411,HUANUCO,HUAMALIES,TANTAMAYO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FELIPE,MAURICIO,BARRIONUEVO,M,94.0
090411,HUANUCO,HUAMALIES,TANTAMAYO,UNION POR EL PERU,ALCALDE DISTRITAL,HERIBERTO,RODRIGUEZ,BARDALES,M,75.0
090411,HUANUCO,HUAMALIES,TANTAMAYO,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,ISAAC,AVENDAÑO,ROMERO,M,61.0
090502,HUANUCO,MARAÑON,CHOLON,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,MIGUEL,HERRADA,MORALES,M,298.0
090502,HUANUCO,MARAÑON,CHOLON,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,TORIBIO FIDEL,HERRERA,CALDAS,M,248.0
090502,HUANUCO,MARAÑON,CHOLON,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,ISAIAS,MARTINEZ,CARHUANIRA,M,161.0
090502,HUANUCO,MARAÑON,CHOLON,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,WALTER ANGEL,JARA,REYNALDO,M,76.0
090502,HUANUCO,MARAÑON,CHOLON,UNION POR EL PERU,ALCALDE DISTRITAL,NICANOR EVARISTO,OBISPO,BAUTISTA,M,72.0
090502,HUANUCO,MARAÑON,CHOLON,ACCION POPULAR,ALCALDE DISTRITAL,AVELINA VASQUEZ,DE,DAGA,F,55.0
090502,HUANUCO,MARAÑON,CHOLON,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,MARINO ALDO,MELGAREJO,MASLUCAN,M,46.0
090505,HUANUCO,MARAÑON,SAN BUENAVENTURA,ACCION POPULAR,ALCALDE DISTRITAL,EUSEBIO,SOLANO,MATTOS,M,261.0
090505,HUANUCO,MARAÑON,SAN BUENAVENTURA,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,ATILIO NELZON,JIMENEZ,SIFUENTES,M,164.0
090505,HUANUCO,MARAÑON,SAN BUENAVENTURA,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,DIBURCIO RUFINO,RODRIGUEZ,ROSALES,M,153.0
090505,HUANUCO,MARAÑON,SAN BUENAVENTURA,UNION POR EL PERU,ALCALDE DISTRITAL,RIGOBERTO,ROMUALDO,VARA,M,90.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,WALTER JESUS,SILVA,MARIÑO,M,461.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,JULIO CESAR RUIZ DE,LA,VEGA,M,291.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,DELIA GADIT,PALOMINO,REMIGIO,F,182.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,TORIBIO,ARRATEA,LAVERIANO,M,160.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,RESTAURACION NACIONAL,ALCALDE DISTRITAL,SONNY SALDAÑA,DE,PIÑAN,M,158.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,VICTOR JULIAN,ABARCA,PAJUELO,M,111.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,SATURNINO,MEZA,DEZA,M,95.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,MARCIAL PABLO,TORRES,SALCEDO,M,64.0
090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,ACCION POPULAR,ALCALDE DISTRITAL,ELOY,MALPARTIDA,AYALA,M,35.0
090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,SAMUEL ERNESTO,ZAVALA,FLORES,M,334.0
090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JULIO HAMILTON,NARCISO,CAMARA,M,290.0
090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,TOVIAS,SALVATIERRA,LASTRA,M,287.0
090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUCIO ELOY,RODRIGUEZ,SOTOMAYOR,M,165.0
090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,BERNARDINO,ATACHAHUA,TRINIDAD,M,120.0
090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,RESTAURACION NACIONAL,ALCALDE DISTRITAL,BERNARDINO,FRETEL,AGUIRRE,M,55.0
090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,EDGAR RAUL,SANCHEZ,ATAVILLOS,M,41.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JOSE SANTOS,QUIROZ,ALVA,M,461.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,UNION POR EL PERU,ALCALDE DISTRITAL,FELIX,PULIDO,RIOS,M,399.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,LUIS AUGUSTO,GARCIA,RAMIREZ,M,327.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,LUCIO,RAMIREZ,FIGUEROA,M,285.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,ELMITH GONZALES,DE,ZEVALLOS,M,279.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,WALTER MODESTO,RIVADENEIRA,VIDAL,M,235.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELIAS,ESQUIVEL,MARTINEZ,M,167.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,WALTER,PEÑA,PEÑA,M,131.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,AUTENTICO REGIONAL,ALCALDE DISTRITAL,GUNDER,LAFFOSSE,GRIJALVA,M,101.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,ACCION POPULAR,ALCALDE DISTRITAL,PEDRO RAUL,SALAS,MERA,M,98.0
090604,HUANUCO,LEONCIO PRADO,LUYANDO,PERU AHORA,ALCALDE DISTRITAL,ANTONIO,HUAMAN,CELESTINO,M,65.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,FREDDY HUGO,FERNANDEZ,ECHEVARRIA,M,1318.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,JOSE,TAFUR,BRICEÑO,M,458.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MIGUEL ANGEL,MEZA,MALPARTIDA,M,427.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,SIENA,AROSTEGUI,RIVERA,F,367.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,UNION POR EL PERU,ALCALDE DISTRITAL,CLODOALDO RENATTO,VASQUEZ,PAZOS,M,306.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JUAN EDEX,ASCA,CLEMENTE,M,266.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,LOLA,CCANCCAPA,BALTAZAR,F,110.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,BELTRAN,ROJAS,RIVERA,M,94.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,MISAEL,VEGA,MUÑOZ,M,37.0
090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ARMANDO,TOLENTINO,NOLASCO,M,22.0
090606,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,WILDER,MIRANDA,ORDOÑEZ,M,2130.0
090606,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JOSE LUIS,BARDALES,PEREZ,M,1852.0
090606,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,DANIEL,VARGAS,GONZALES,M,1300.0
090606,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,JOSE,AGUIRRE,NOBLEJAS,M,349.0
090702,HUANUCO,PACHITEA,CHAGLLA,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,FREDDY,DURAND,CONDEZO,M,505.0
090702,HUANUCO,PACHITEA,CHAGLLA,AUTENTICO REGIONAL,ALCALDE DISTRITAL,CLEVER,MENDOZA,PONCE,M,457.0
